customer_id,customer_name,loyalty_status,age,gender,join_date
490,David Shepherd,Unknown,38.0,Other,2022-08-15
491,Susan Wright,Basic,23.0,Other,2024-05-13
492,Regina Finley,Platinum,60.0,Female,2024-02-28
493,Timothy Becker,Basic,59.0,Male,2024-11-02
494,Gary Atkinson,Silver,51.0,Male,2022-11-13
495,Victor Chan,Basic,27.0,Male,2023-07-01
496,Tracy Graves,Silver,36.0,Female,2024-11-30
497,Kathryn Baird,Basic,35.0,Male,2023-09-20
498,Nicolas Salazar,Platinum,48.0,Male,2022-11-21
499,Jeffrey Jimenez,Silver,58.0,Male,2024-06-11
500,Aaron Fisher,Silver,64.0,Female,2025-01-08
501,Angel Greer,Silver,22.0,Male,2024-12-19
502,Michael King,Silver,27.0,Male,2022-09-04
503,Chad Simmons,Basic,33.0,Female,2024-10-23
504,Dana Reyes,Gold,32.0,Female,2024-01-06
505,Diana Rich,Platinum,35.0,Female,2024-07-20
506,Mary Curtis,Basic,39.0,Male,2023-06-19
507,Austin Martinez,Gold,25.0,Male,2023-12-02
508,Miss Margaret Wise MD,Silver,21.0,Female,2024-11-05
509,Denise Ballard,Silver,44.0,Male,2024-04-24
510,Clinton Roberson,Basic,29.0,Female,2023-11-26
511,Taylor Powell,Basic,30.0,Female,2022-10-15
512,Barry Alexander,Basic,25.0,Male,2023-05-12
513,Jennifer Smith,Basic,44.0,Female,2024-11-09
514,Melissa Chen,Silver,33.0,Other,2025-03-09
515,Matthew Gallagher,Basic,25.0,Male,2023-06-19
516,Eric Conley,Basic,18.0,Female,2024-04-26
517,Antonio Sims,Platinum,20.0,Male,2022-12-07
518,Joshua Jones,Basic,60.0,Male,2024-12-22
519,Cameron Sullivan,Basic,33.0,Male,2023-08-19
520,Peter Moody,Basic,29.0,Female,2023-05-09
521,Tina Moore,Basic,47.0,Other,2023-10-17
522,Peter Richardson,Silver,34.0,Female,2023-08-15
523,Shelley Smith,Silver,28.0,Male,2022-10-08
524,Melinda Mann,Silver,58.0,Female,2022-04-19
525,Earl Adkins,Basic,22.0,Male,2022-06-08
526,Terry Lang,Silver,22.0,Female,2023-08-20
527,Sara Manning,Basic,31.0,Male,2024-03-28
528,Janet Carter,Unknown,44.0,Male,2024-11-01
529,Jeffrey Harris,Basic,24.0,Male,2024-05-26
530,Nancy Humphrey,Basic,63.0,Female,2023-07-10
531,Brian Ruiz,Basic,35.0,Male,2024-06-29
532,Amanda Lee,Basic,62.0,Female,2023-06-04
533,Jamie Zimmerman,Platinum,49.0,Male,2022-04-30
534,Mallory Archer MD,Basic,29.0,Male,2024-03-12
535,Thomas Love,Basic,24.0,Male,2022-10-04
536,Heidi Morton,Basic,37.0,Female,2023-09-17
537,Jessica Hebert,Silver,45.0,Female,2022-09-30
538,Derek Lee,Basic,30.0,Male,2025-02-07
539,Margaret Nixon,Gold,33.0,Male,2022-11-16
540,Vanessa Wright,Platinum,44.0,Male,2023-02-15
541,Rebecca Davis,Basic,30.0,Female,2024-09-27
542,Shannon Martin,Basic,48.0,Male,2024-12-03
543,Susan Hamilton,Basic,57.0,Female,2024-07-21
544,Linda Reeves,Silver,38.0,Female,2023-09-23
545,Barbara Cox,Basic,43.0,Male,2022-12-30
546,Roberta Craig,Basic,21.0,Male,2024-02-17
547,Michelle Wells,Basic,32.0,Female,2023-06-30
548,Gregory Joyce,Silver,53.0,Female,2024-08-24
549,Amy Ramirez,Basic,36.0,Male,2024-01-02
550,Meghan Rivera,Basic,23.0,Male,2025-04-02
551,John Higgins,Silver,31.0,Other,2023-05-04
552,Hayley Flynn MD,Silver,40.0,Male,2022-08-25
553,Mark Ward,Gold,29.0,Male,2025-04-04
554,Caleb Reilly,Unknown,50.0,Male,2024-03-21
555,William Brown,Silver,31.0,Female,2022-10-18
556,Christina Adams,Silver,22.0,Male,2024-01-24
557,Kimberly Ryan,Basic,54.0,Male,2023-08-05
558,Kristopher Thompson,Silver,27.0,Male,2024-03-08
559,Dr. Paul Fry,Unknown,49.0,Female,2023-10-30
560,Jillian Gibson,Gold,25.0,Female,2022-09-23
561,James Weeks,Basic,34.0,Male,2023-12-15
562,Joshua Wade,Silver,32.0,Male,2024-09-13
563,Sharon Lopez,Basic,30.0,Other,2022-08-05
564,Jillian Liu,Platinum,41.0,Male,2023-08-30
565,Megan Cunningham,Basic,64.0,Male,2024-07-16
566,Cassandra Marsh,Platinum,29.0,Male,2023-12-09
567,Miranda Martinez,Gold,21.0,Male,2024-09-30
568,Danielle Johnson,Basic,41.0,Male,2023-10-19
569,Johnathan Stewart,Gold,41.0,Female,2025-03-08
570,David Taylor Jr.,Platinum,43.0,Other,2024-10-01
571,Diane Maddox,Basic,34.0,Male,2024-10-26
572,Courtney Gonzalez,Basic,21.0,Female,2024-05-26
573,Cory Clark,Silver,35.0,Male,2022-09-24
574,Amber Valdez,Basic,25.0,Male,2022-08-23
575,Carly Freeman,Basic,18.0,Female,2023-12-29
576,Carol Nguyen,Basic,34.0,Female,2023-04-12
577,Sandra Bryan,Basic,32.0,Male,2023-03-02
578,Timothy Koch,Basic,36.0,Male,2023-09-26
579,Monica Hall,Basic,19.0,Female,2022-07-28
580,Beverly Coleman,Gold,24.0,Other,2023-09-03
581,Stephen Carson,Silver,42.0,Female,2022-09-13
582,Jessica House,Basic,18.0,Male,2023-06-27
583,Joshua Boyd,Silver,34.0,Male,2023-07-28
584,Louis Mann,Silver,28.0,Male,2022-05-11
585,Edwin Knight,Platinum,33.0,Male,2023-03-30
586,Gary Allen,Basic,24.0,Female,2023-06-18
587,Carol Martin,Basic,21.0,Male,2022-08-02
588,Tyler Padilla,Gold,58.0,Male,2024-05-02
589,Sara Butler,Gold,50.0,Female,2024-05-11
590,Michael Reynolds,Silver,29.0,Male,2022-10-24
591,Jonathan Singh,Silver,46.0,Male,2024-10-16
592,Shane Gilbert,Basic,59.0,Female,2023-02-08
593,Joseph Powell,Silver,29.0,Female,2024-07-12
594,Matthew Smith,Basic,23.0,Female,2022-09-01
595,Michael Castillo,Basic,43.0,Male,2024-08-15
596,Laura Tapia,Gold,27.0,Female,2024-06-01
597,Jose Bradley,Basic,30.0,Female,2022-05-24
598,Katie Rodriguez,Basic,39.0,Male,2024-09-14
599,Carrie Turner,Gold,24.0,Male,2022-08-26
600,Mark Wright,Basic,26.0,Female,2024-08-06
